ID,keywords,acountType,joinedDate,following,zFollowing,followers,zFollowers,location,tweet,translatedTweet,tweetType,datePosted,contentType,likes,zLikes,replies,zReplies,retweets,zRetweets,quotes,zQuotes,quotedTweet,tokens,stemTokens,lemmaTokens
119,"peso, weak, dollar, strong",Anonymous,2011-09-30T16:00:00.000Z,432,-0.24,443,-0.16,Unidentified,I would like to make one thing clear. The peso is weak because the dollar is strong! Tapos makikita mo presidente nagliliwaliw sa Singapore kasama ng anak nya at mga barkada nito. Mag trabaho ka naman! Wag puro pasarap!,I would like to make one thing clear. The peso is weak because the dollar is strong! And then you will see the president enjoying in Singapore with his children and friends. Go to work! Don't just enjoy yourself!,Text,2022-12-09T18:25:00.000Z,Emotional,75,0.31,0,-0.13,21,1.04,0,-0.11,None,"['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'dollar', 'strong', 'see', 'president', 'enjoying', 'singapore', 'children', 'friends', 'go', 'work', 'dont', 'enjoy']","['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'dollar', 'strong', 'see', 'presid', 'enjoy', 'singapor', 'children', 'friend', 'go', 'work', 'dont', 'enjoy']","['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'dollar', 'strong', 'see', 'president', 'enjoy', 'singapore', 'children', 'friends', 'go', 'work', 'dont', 'enjoy']"
120,"peso, weak, dollar, strong",Anonymous,2021-08-31T16:00:00.000Z,1605,1.51,1043,-0.16,Unidentified,Ito po ang resulta ng wala ka ng mabibilhan na makakapagbigay ng saya katulad ng Jabee kaso nagmahal na siya kasi nga The peso ₱₱ is not weak 🙅‍♀️😩 because the peso ₱₱ is weak😪. The peso ₱₱ is weak 🥱😫 because the dollar 💵🤑 is strong 💪💪.,This is the result of having nowhere to buy that will give you the happiness that Jabee gives you because it got expensive since The peso ₱₱ is not weak 🙅‍♀️😩 because the peso ₱₱ is weak😪. The peso ₱₱ is weak 🥱😫 because the dollar 💵🤑 is strong 💪💪.,"Text,Quote",2022-12-09T18:04:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/AltStarMagic/status/1579736320091774976,"['result', 'nowhere', 'buy', 'give', 'happiness', 'jabee', 'gives', 'got', 'expensive', 'since', 'peso', '₱', '₱', 'weak', ':woman_gesturing_no:', ':weary_face:', 'peso', '₱', '₱', 'weak', ':sleepy_face:', 'peso', '₱', '₱', 'weak', ':yawning_face:', ':tired_face:', 'dollar', ':dollar_banknote:', ':money-mouth_face:', 'strong', ':flexed_biceps:', ':flexed_biceps:']","['result', 'nowher', 'buy', 'give', 'happi', 'jabe', 'give', 'got', 'expens', 'sinc', 'peso', '₱', '₱', 'weak', ':woman_gesturing_no:', ':weary_face:', 'peso', '₱', '₱', 'weak', ':sleepy_face:', 'peso', '₱', '₱', 'weak', ':yawning_face:', ':tired_face:', 'dollar', ':dollar_banknote:', ':money-mouth_face:', 'strong', ':flexed_biceps:', ':flexed_biceps:']","['result', 'nowhere', 'buy', 'give', 'happiness', 'jabee', 'give', 'get', 'expensive', 'since', 'peso', '₱', '₱', 'weak', ':woman_gesturing_no:', ':weary_face:', 'peso', '₱', '₱', 'weak', ':sleepy_face:', 'peso', '₱', '₱', 'weak', ':yawning_face:', ':tired_face:', 'dollar', ':dollar_banknote:', ':money-mouth_face:', 'strong', ':flexed_biceps:', ':flexed_biceps:']"
121,"peso, weak, dollar, strong",Anonymous,2020-09-30T16:00:00.000Z,989,0.59,2756,-0.15,Unidentified,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong. https://t.co/2kOkDiU0AQ,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong. https://t.co/2kOkDiU0AQ,"Text,Image",2022-12-09T17:47:00.000Z,"Rational,Emotional",1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
122,"peso, dollar, sandro",Media,2022-08-31T16:00:00.000Z,76,-0.77,101,-0.16,Unidentified,1st District Representative of Ilocos Norte Sandro Marcos spoke out about the peso dollar rate. 'Peso is not weak because peso is weak'. 'The Peso is weak because the dollar is strong'. https://t.co/jeXk9EVxm8,1st District Representative of Ilocos Norte Sandro Marcos spoke out about the peso dollar rate. 'Peso is not weak because peso is weak'. 'The Peso is weak because the dollar is strong'. https://t.co/jeXk9EVxm9,"Text,Video",2022-12-09T17:33:00.000Z,Rational,36,0.08,3,-0.07,15,0.69,7,-0.03,None,"['1st', 'district', 'representative', 'ilocos', 'norte', 'sandro', 'marcos', 'spoke', 'peso', 'dollar', 'rate', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['1st', 'district', 'repres', 'iloco', 'nort', 'sandro', 'marco', 'spoke', 'peso', 'dollar', 'rate', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['1st', 'district', 'representative', 'ilocos', 'norte', 'sandro', 'marcos', 'speak', 'peso', 'dollar', 'rate', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
123,"peso, weak, dollar, strong",Anonymous,2020-06-30T16:00:00.000Z,124,-0.7,17,-0.16,Unidentified,the peso is the weak. the dollar is the strong. 😝,the peso is the weak. the dollar is the strong. 😝,Text,2022-12-09T17:04:00.000Z,"Rational,Emotional",0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'dollar', 'strong', ':squinting_face_with_tongue:']","['peso', 'weak', 'dollar', 'strong', ':squinting_face_with_tongue:']","['peso', 'weak', 'dollar', 'strong', ':squinting_face_with_tongue:']"
124,"peso, weak, dollar, strong",Media,2007-08-31T16:00:00.000Z,1810,1.81,3731332,6.92,Philippines,"#ICYMI: ""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong,"" Marcos said. https://t.co/yx8Dhz4kbx","#ICYMI: ""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong,"" Marcos said. https://t.co/yx8Dhz4kbx","Text,URL",2022-12-09T17:00:00.000Z,Rational,64,0.25,62,1.19,13,0.58,22,0.14,None,"['icymi', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'marcos', 'said']","['icymi', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'marco', 'said']","['icymi', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'marcos', 'say']"
125,"peso, dollar, sandro",Identified,2004-09-30T16:00:00.000Z,765,0.25,2582,-0.15,Philippines,"BBM: We have no territorial conflict with China. What we have is China claiming territory that belongs to the Philippines.

Sandro: The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.

Imee: Never seen GOLD!

Imelda: We have 7000 tons!","BBM: We have no territorial conflict with China. What we have is China claiming territory that belongs to the Philippines.

Sandro: The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.

Imee: Never seen GOLD!

Imelda: We have 7000 tons!",Text,2022-12-09T16:53:00.000Z,Emotional,11,-0.08,0,-0.13,0,-0.18,0,-0.11,None,"['bbm', 'territorial', 'conflict', 'china', 'china', 'claiming', 'territory', 'belongs', 'philippines', 'sandro', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'imee', 'never', 'seen', 'gold', 'imelda', '7000', 'tons']","['bbm', 'territori', 'conflict', 'china', 'china', 'claim', 'territori', 'belong', 'philippin', 'sandro', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'ime', 'never', 'seen', 'gold', 'imelda', '7000', 'ton']","['bbm', 'territorial', 'conflict', 'china', 'china', 'claim', 'territory', 'belong', 'philippines', 'sandro', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'imee', 'never', 'see', 'gold', 'imelda', '7000', 'tons']"
126,"peso, weak, dollar, strong",Anonymous,2022-04-30T16:00:00.000Z,586,-0.01,609,-0.16,Unidentified,the peso is not weak because the peso is weak the peso is weak because the dollar is strong,the peso is not weak because the peso is weak the peso is weak because the dollar is strong,Text,2022-12-09T16:21:00.000Z,Rational,0,-0.14,1,-0.11,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
127,"peso, weak, dollar, strong",Anonymous,2018-09-30T16:00:00.000Z,34,-0.84,57,-0.16,Unidentified,"peso not weak, dollar is strong 🫶🏻🫶🏻🫶🏻","peso not weak, dollar is strong 🫶🏻🫶🏻🫶🏻",Text,2022-12-09T16:06:00.000Z,"Rational,Emotional",1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'dollar', 'strong', ':heart_hands_light_skin_tone:', ':heart_hands_light_skin_tone:', ':heart_hands_light_skin_tone:']","['peso', 'weak', 'dollar', 'strong', ':heart_hands_light_skin_tone:', ':heart_hands_light_skin_tone:', ':heart_hands_light_skin_tone:']","['peso', 'weak', 'dollar', 'strong', ':heart_hands_light_skin_tone:', ':heart_hands_light_skin_tone:', ':heart_hands_light_skin_tone:']"
128,"peso, weak, dollar, strong",Anonymous,2021-04-30T16:00:00.000Z,1753,1.73,45,-0.16,Unidentified,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong."" https://t.co/1nF6PhgCXw","""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong."" https://t.co/1nF6PhgCXw","Text,Image",2022-11-10T15:59:00.000Z,"Rational,Emotional",1,-0.14,1,-0.11,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
129,"peso, weak, dollar, strong",Anonymous,2018-01-31T16:00:00.000Z,329,-0.4,329,-0.16,Philippines,"not gonna lie tho.. if you read the whole article, may point ata si s4ndro sa ""peso is weak because the dollar is strong"" statement niya","not gonna lie tho.. if you read the whole article, sandro has a point in his statement about ""peso is weak because the dollar is strong""",Text,2022-11-10T15:46:00.000Z,Rational,4,-0.12,1,-0.11,0,-0.18,0,-0.11,None,"['gonna', 'lie', 'tho', 'read', 'whole', 'article', 'sandro', 'point', 'statement', 'peso', 'weak', 'dollar', 'strong']","['gonna', 'lie', 'tho', 'read', 'whole', 'articl', 'sandro', 'point', 'statement', 'peso', 'weak', 'dollar', 'strong']","['gonna', 'lie', 'tho', 'read', 'whole', 'article', 'sandro', 'point', 'statement', 'peso', 'weak', 'dollar', 'strong']"
130,"peso, dollar, sandro",Identified,2005-11-30T16:00:00.000Z,570,-0.04,6950,-0.15,Philippines,"""The peso is weak because the dollar is strong"" statement ni Sandro that the eedyots picked up without listening to the whole beat is a sign of their unending idiocy.  Wag nyo igaya kay @lenirobredo si Sandro. Her LUGAW BRAIN is phenomenal.","""The peso is weak because the dollar is strong"" statement of Sandro that the idiots picked up without listening to the whole beat is a sign of their unending idiocy.  Don't turn Sandro into @lenirobredo. Her LUGAW BRAIN is phenomenal.",Text,2022-11-10T15:18:00.000Z,Emotional,6,-0.11,0,-0.13,1,-0.12,0,-0.11,None,"['peso', 'weak', 'dollar', 'strong', 'statement', 'sandro', 'idiots', 'picked', 'without', 'listening', 'whole', 'beat', 'sign', 'unending', 'idiocy', 'dont', 'turn', 'sandro', 'lenirobredo', 'lugaw', 'brain', 'phenomenal']","['peso', 'weak', 'dollar', 'strong', 'statement', 'sandro', 'idiot', 'pick', 'without', 'listen', 'whole', 'beat', 'sign', 'unend', 'idioci', 'dont', 'turn', 'sandro', 'lenirobredo', 'lugaw', 'brain', 'phenomen']","['peso', 'weak', 'dollar', 'strong', 'statement', 'sandro', 'idiots', 'pick', 'without', 'listen', 'whole', 'beat', 'sign', 'unending', 'idiocy', 'dont', 'turn', 'sandro', 'lenirobredo', 'lugaw', 'brain', 'phenomenal']"
131,"peso, dollar, sandro",Media,2004-10-31T16:00:00.000Z,2132,2.29,707683,1.18,Philippines,"""THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG.""

Sa isang press briefing, ipinaliwanag ni Ilocos Norte 1st District Rep. Sandro Marcos kung bakit patuloy ang pagsadsad ng halaga ng piso kontra dolyar. #News5 

WATCH: https://t.co/ubysWYBNEl https://t.co/3jBjGPKVbj","""THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG.""

In a press briefing, Ilocos Norte 1st District Rep explained. Sandro Marcos why the value of the peso continues to fall down against the dollar. #News5

WATCH: https://t.co/ubysWYBNEl https://t.co/3jBjGPKVbj","Text,URL",2022-11-10T15:06:00.000Z,Rational,7,-0.1,6,0.0,0,-0.18,3,-0.07,None,"['peso', 'weak', 'dollar', 'strong', 'press', 'briefing', 'ilocos', 'norte', '1st', 'district', 'rep', 'explained', 'sandro', 'marcos', 'value', 'peso', 'continues', 'fall', 'dollar', 'news5', 'watch']","['peso', 'weak', 'dollar', 'strong', 'press', 'brief', 'iloco', 'nort', '1st', 'district', 'rep', 'explain', 'sandro', 'marco', 'valu', 'peso', 'continu', 'fall', 'dollar', 'news5', 'watch']","['peso', 'weak', 'dollar', 'strong', 'press', 'brief', 'ilocos', 'norte', '1st', 'district', 'rep', 'explain', 'sandro', 'marcos', 'value', 'peso', 'continue', 'fall', 'dollar', 'news5', 'watch']"
132,"peso, weak, dollar, strong",Identified,2005-09-30T16:00:00.000Z,584,-0.02,4060,-0.15,Philippines,"So today we were told that the rising prices are okay, and are in fact necessary, and the peso is not weak, it's just that the dollar is strong. It's a good day.","So today we were told that the rising prices are okay, and are in fact necessary, and the peso is not weak, it's just that the dollar is strong. It's a good day.",Text,2022-11-10T14:38:00.000Z,Rational,4,-0.12,0,-0.13,1,-0.12,0,-0.11,None,"['today', 'told', 'rising', 'prices', 'okay', 'fact', 'necessary', 'peso', 'weak', 'dollar', 'strong', 'good', 'day']","['today', 'told', 'rise', 'price', 'okay', 'fact', 'necessari', 'peso', 'weak', 'dollar', 'strong', 'good', 'day']","['today', 'tell', 'rise', 'price', 'okay', 'fact', 'necessary', 'peso', 'weak', 'dollar', 'strong', 'good', 'day']"
133,"peso, weak, dollar, strong",Identified,2006-09-30T16:00:00.000Z,767,0.26,253,-0.16,Philippines,TLDR: weak peso is caused by strong US dollar. Yan lang dapat. 😅,TLDR: weak peso is caused by strong US dollar. It should only be that. 😅,"Text,Quote",2022-11-10T14:33:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/inquirerdotnet/status/1579829265058918401,"['tldr', 'weak', 'peso', 'caused', 'strong', 'us', 'dollar', ':grinning_face_with_sweat:']","['tldr', 'weak', 'peso', 'caus', 'strong', 'us', 'dollar', ':grinning_face_with_sweat:']","['tldr', 'weak', 'peso', 'cause', 'strong', 'us', 'dollar', ':grinning_face_with_sweat:']"
134,"peso, weak, dollar, strong",Anonymous,2010-11-30T16:00:00.000Z,1596,1.49,647,-0.16,Philippines,"Sandro's statement that ""THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG"" is clickbait on media's end

tbf, he explains and seems to understand the currency situation fairly well

he's already probably smarter and makes more sense than his dad lmao","Sandro's statement that ""THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG"" is clickbait on media's end

tbf, he explains and seems to understand the currency situation fairly well

he's already probably smarter and makes more sense than his dad lmao",Text,2022-11-10T14:26:00.000Z,Rational,8,-0.09,3,-0.07,0,-0.18,0,-0.11,None,"['sandros', 'statement', 'peso', 'weak', 'dollar', 'strong', 'clickbait', 'medias', 'end', 'tbf', 'explains', 'seems', 'understand', 'currency', 'situation', 'fairly', 'well', 'hes', 'already', 'probably', 'smarter', 'makes', 'sense', 'dad', 'lmao']","['sandro', 'statement', 'peso', 'weak', 'dollar', 'strong', 'clickbait', 'media', 'end', 'tbf', 'explain', 'seem', 'understand', 'currenc', 'situat', 'fair', 'well', 'hes', 'alreadi', 'probabl', 'smarter', 'make', 'sens', 'dad', 'lmao']","['sandros', 'statement', 'peso', 'weak', 'dollar', 'strong', 'clickbait', 'medias', 'end', 'tbf', 'explain', 'seem', 'understand', 'currency', 'situation', 'fairly', 'well', 'hes', 'already', 'probably', 'smarter', 'make', 'sense', 'dad', 'lmao']"
135,"peso, dollar, sandro",Media,2006-09-30T16:00:00.000Z,669,0.11,372059,0.55,Philippines,"THE PESO IS NOT WEAK BECAUSE THE PESO IS WEAK.'

Ilocos Norte 1st District Rep. Sandro Marcos claimed that the Philippine peso is currently in a downfall because the US dollar is just so strong now. | https://t.co/X1mtCxpmDT

READ: https://t.co/Rf6iwIojtF https://t.co/Y811uAZoxT","THE PESO IS NOT WEAK BECAUSE THE PESO IS WEAK.'

Ilocos Norte 1st District Rep. Sandro Marcos claimed that the Philippine peso is currently in a downfall because the US dollar is just so strong now. | https://t.co/X1mtCxpmDT

READ: https://t.co/Rf6iwIojtF https://t.co/Y811uAZoxT","Text,Image,URL",2022-11-10T14:14:00.000Z,Rational,5,-0.11,3,-0.07,1,-0.12,6,-0.04,None,"['peso', 'weak', 'peso', 'weak', 'ilocos', 'norte', '1st', 'district', 'rep', 'sandro', 'marcos', 'claimed', 'philippine', 'peso', 'currently', 'downfall', 'us', 'dollar', 'strong', 'read']","['peso', 'weak', 'peso', 'weak', 'iloco', 'nort', '1st', 'district', 'rep', 'sandro', 'marco', 'claim', 'philippin', 'peso', 'current', 'downfal', 'us', 'dollar', 'strong', 'read']","['peso', 'weak', 'peso', 'weak', 'ilocos', 'norte', '1st', 'district', 'rep', 'sandro', 'marcos', 'claim', 'philippine', 'peso', 'currently', 'downfall', 'us', 'dollar', 'strong', 'read']"
136,"peso, dollar, sandro",Media,2007-08-31T16:00:00.000Z,1810,1.81,3731332,6.92,Philippines,"THE PESO IS NOT WEAK BECAUSE THE PESO IS WEAK.'

Ilocos Norte 1st District Rep. Sandro Marcos claimed that the Philippine peso is currently in a downfall because the US dollar is just so strong now.

READ: https://t.co/zh9syUeI1L https://t.co/7GCWE4grgZ","THE PESO IS NOT WEAK BECAUSE THE PESO IS WEAK.'

Ilocos Norte 1st District Rep. Sandro Marcos claimed that the Philippine peso is currently in a downfall because the US dollar is just so strong now.

READ: https://t.co/zh9syUeI1L https://t.co/7GCWE4grgZ","Text,Image,URL",2022-11-10T13:40:00.000Z,Rational,415,2.39,205,4.22,46,2.49,344,3.84,None,"['peso', 'weak', 'peso', 'weak', 'ilocos', 'norte', '1st', 'district', 'rep', 'sandro', 'marcos', 'claimed', 'philippine', 'peso', 'currently', 'downfall', 'us', 'dollar', 'strong', 'read']","['peso', 'weak', 'peso', 'weak', 'iloco', 'nort', '1st', 'district', 'rep', 'sandro', 'marco', 'claim', 'philippin', 'peso', 'current', 'downfal', 'us', 'dollar', 'strong', 'read']","['peso', 'weak', 'peso', 'weak', 'ilocos', 'norte', '1st', 'district', 'rep', 'sandro', 'marcos', 'claim', 'philippine', 'peso', 'currently', 'downfall', 'us', 'dollar', 'strong', 'read']"
137,"peso, dollar, sandro",Anonymous,2015-07-31T16:00:00.000Z,734,0.21,1003,-0.16,Unidentified,the peso is weak bc the dollar is strong 🤩😖🥺😣🙏 - boss lodi sandro marcos 🥰😴❤️😎,the peso is weak bc the dollar is strong 🤩😖🥺😣🙏 - boss idol sandro marcos 🥰😴❤️😎,Text,2022-11-10T13:17:00.000Z,"Rational,Emotional",5,-0.11,2,-0.09,0,-0.18,0,-0.11,https://twitter.com/lakwatsarah/status/1579753618265497601,"['peso', 'weak', 'bc', 'dollar', 'strong', ':star-struck:', ':confounded_face:', ':pleading_face:', ':persevering_face:', ':folded_hands:', 'boss', 'idol', 'sandro', 'marcos', ':smiling_face_with_hearts:', ':sleeping_face:', ':red_heart:', ':smiling_face_with_sunglasses:']","['peso', 'weak', 'bc', 'dollar', 'strong', ':star-struck:', ':confounded_face:', ':pleading_face:', ':persevering_face:', ':folded_hands:', 'boss', 'idol', 'sandro', 'marco', ':smiling_face_with_hearts:', ':sleeping_face:', ':red_heart:', ':smiling_face_with_sunglasses:']","['peso', 'weak', 'bc', 'dollar', 'strong', ':star-struck:', ':confounded_face:', ':pleading_face:', ':persevering_face:', ':folded_hands:', 'boss', 'idol', 'sandro', 'marcos', ':smiling_face_with_hearts:', ':sleeping_face:', ':red_heart:', ':smiling_face_with_sunglasses:']"
138,"peso, dollar, sandro",Media,2007-08-31T16:00:00.000Z,1810,1.81,3731332,6.92,Philippines,"Marcos: “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.” | @GabrielLaluINQ https://t.co/uO58jXalZF","Marcos: “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.” | @GabrielLaluINQ https://t.co/uO58jXalZF","Text,Image,URL",2022-11-10T12:46:00.000Z,Rational,1960,11.81,538,11.3,198,11.3,1013,11.51,None,"['marcos', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'gabriellaluinq']","['marco', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'gabriellaluinq']","['marcos', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'gabriellaluinq']"
139,"peso, weak, dollar, strong",Anonymous,2006-09-30T16:00:00.000Z,2164,2.34,2203,-0.16,International,"RP economy is stable and strong, bcoz of these the peso has not weakened. The peso is seemingly weaker bcoz  exchange rate with the dollar is higher, but its due to the STRENGTH  o d US DOLLAR &amp; its HIGH INTEREST rate, NOT  BCOZ  RP ECONOMY IS WEAK causing d fall of d peso.","RP economy is stable and strong, because of these the peso has not weakened. The peso is seemingly weaker because  exchange rate with the dollar is higher, but its due to the STRENGTH  o d US DOLLAR & its HIGH INTEREST rate, NOT  BECAUSE  RP ECONOMY IS WEAK causing the fall of the peso.",Text,2022-11-10T12:36:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['rp', 'economy', 'stable', 'strong', 'peso', 'weakened', 'peso', 'seemingly', 'weaker', 'exchange', 'rate', 'dollar', 'higher', 'due', 'strength', 'us', 'dollar', 'high', 'interest', 'rate', 'rp', 'economy', 'weak', 'causing', 'fall', 'peso']","['rp', 'economi', 'stabl', 'strong', 'peso', 'weaken', 'peso', 'seem', 'weaker', 'exchang', 'rate', 'dollar', 'higher', 'due', 'strength', 'us', 'dollar', 'high', 'interest', 'rate', 'rp', 'economi', 'weak', 'caus', 'fall', 'peso']","['rp', 'economy', 'stable', 'strong', 'peso', 'weaken', 'peso', 'seemingly', 'weaker', 'exchange', 'rate', 'dollar', 'higher', 'due', 'strength', 'us', 'dollar', 'high', 'interest', 'rate', 'rp', 'economy', 'weak', 'cause', 'fall', 'peso']"
140,"peso, weak, dollar, strong",Anonymous,2020-10-31T16:00:00.000Z,160,-0.65,178,-0.16,Unidentified,"As much as I don't like this guy, what he's saying is true. The peso is weak because the dollar is strong. US is hiking its interest rates to defeat inflation. USD strengthens because it has become high-yielding, other currencies sink (Not just PHP, also EUR, JPY, etc.)","As much as I don't like this guy, what he's saying is true. The peso is weak because the dollar is strong. US is hiking its interest rates to defeat inflation. USD strengthens because it has become high-yielding, other currencies sink (Not just PHP, also EUR, JPY, etc.)","Text,Quote",2022-11-10T12:36:00.000Z,Rational,8,-0.09,0,-0.13,1,-0.12,0,-0.11,https://twitter.com/iMPACTPH2019/status/1579754408333967361,"['much', 'dont', 'like', 'guy', 'hes', 'saying', 'true', 'peso', 'weak', 'dollar', 'strong', 'us', 'hiking', 'interest', 'rates', 'defeat', 'inflation', 'usd', 'strengthens', 'become', 'highyielding', 'currencies', 'sink', 'php', 'also', 'eur', 'jpy', 'etc']","['much', 'dont', 'like', 'guy', 'hes', 'say', 'true', 'peso', 'weak', 'dollar', 'strong', 'us', 'hike', 'interest', 'rate', 'defeat', 'inflat', 'usd', 'strengthen', 'becom', 'highyield', 'currenc', 'sink', 'php', 'also', 'eur', 'jpi', 'etc']","['much', 'dont', 'like', 'guy', 'hes', 'say', 'true', 'peso', 'weak', 'dollar', 'strong', 'us', 'hike', 'interest', 'rat', 'defeat', 'inflation', 'usd', 'strengthen', 'become', 'highyielding', 'currencies', 'sink', 'php', 'also', 'eur', 'jpy', 'etc']"
141,"peso, weak, dollar, strong",Anonymous,2013-08-31T16:00:00.000Z,89,-0.75,129,-0.16,Unidentified,"Okay Sandro let's get to the bottom of this. Granted that the peso is weak, not because it's weak but because the dollar is strong. The question still remains: What is the current administration doing to atleast alleviate it's impact on the poor masses?","Okay Sandro let's get to the bottom of this. Granted that the peso is weak, not because it's weak but because the dollar is strong. The question still remains: What is the current administration doing to atleast alleviate it's impact on the poor masses?",Text,2022-11-10T12:03:00.000Z,Transactional,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['okay', 'sandro', 'lets', 'get', 'bottom', 'granted', 'peso', 'weak', 'weak', 'dollar', 'strong', 'question', 'still', 'remains', 'current', 'administration', 'atleast', 'alleviate', 'impact', 'poor', 'masses']","['okay', 'sandro', 'let', 'get', 'bottom', 'grant', 'peso', 'weak', 'weak', 'dollar', 'strong', 'question', 'still', 'remain', 'current', 'administr', 'atleast', 'allevi', 'impact', 'poor', 'mass']","['okay', 'sandro', 'let', 'get', 'bottom', 'grant', 'peso', 'weak', 'weak', 'dollar', 'strong', 'question', 'still', 'remain', 'current', 'administration', 'atleast', 'alleviate', 'impact', 'poor', 'mass']"
142,"peso, weak, dollar, strong",Anonymous,2021-11-30T16:00:00.000Z,360,-0.35,379,-0.16,Unidentified,because i would like to make one thing clear… the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.,because i would like to make one thing clear… the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.,"Text,Quote",2022-11-10T11:31:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/maobabie/status/1579562895285055489,"['would', 'like', 'make', 'one', 'thing', 'clear', '…', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['would', 'like', 'make', 'one', 'thing', 'clear', '…', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['would', 'like', 'make', 'one', 'thing', 'clear', '…', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
